35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,-101:2,0:0,0:0,0:0,0:0,0:0,-101:2,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,20:0,-100:2,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,-101:2,0:2,0:0,0:0,0:0,0:0,-101:2,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,20:0,0:1,0:0,0:0,0:0,0:0,20:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,0:0,0:0,0:0,0:13,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:13,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
0:0,35:1,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,35:1,0:0
0:0,0:0,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,0:0,0:0
0:0,0:0,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,0:1,0:1
0:0,35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1,0:0
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,20:0,0:0,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:0,0:1,0:1,0:1,0:1,0:1,0:1,0:1,0:1,20:0,0:1,0:1,0:0,0:1,0:1,0:1,0:1,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,-101:2,0:0,0:0,0:0,0:0,0:0,-101:2,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,-101:2,-100:2,0:0,0:0,0:0,0:0,-101:2,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,20:0,-101:1,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
0:0,35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1,0:0
0:0,0:0,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,0:0,0:0
0:0,0:0,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,0:1,0:1
0:0,35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1,0:0
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,20:0,0:0,0:1,0:1,0:1,0:1,0:1,0:1,0:8,0:1,0:8,0:1,0:1,0:1,0:1,0:1,0:1,0:1,20:0,0:1,0:8,0:1,0:8,0:1,0:1,0:1,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,0:8,0:0,0:8,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,-101:2,0:8,0:8,0:0,0:8,0:8,-101:2,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:14,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,-101:2,0:8,0:8,0:0,0:8,0:8,-101:2,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:8,-100:0,0:0,0:8,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,-101:2,20:0,20:0,20:0,20:0,20:0,-101:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,20:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,20:0,11:8,20:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:8,0:8,0:0,0:8,20:0,11:8,20:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,20:0,0:0,0:8,0:0,0:8,0:8,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,20:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:14,0:0,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:8,0:0,0:8,0:8,0:8,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:8,0:0,0:8,0:8,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:8,0:0,0:8,0:0,0:0,0:0,0:0,35:1
35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1
0:0,35:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,35:1,0:0
0:0,0:0,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,35:1,0:0,0:0
